Fecha,Irradiancia,Tambiente,Tmodulo,Potencia
2022-01-24 07:00:00,0.0,19.5,18.4,0.0
2022-01-24 08:00:00,202.9,22.2,22.6,0.46
2022-01-24 09:00:00,468.5,24.3,31.4,1.01
2022-01-24 10:00:00,655.8,25.5,36.0,1.43
2022-01-24 11:00:00,749.4,27.1,42.7,1.66
2022-01-24 12:00:00,829.6,28.5,45.5,1.8
2022-01-24 13:00:00,868.8,26.5,46.3,1.77
2022-01-24 14:00:00,783.4,26.6,42.2,1.63
2022-01-24 15:00:00,621.9,29.6,40.8,1.36
2022-01-24 16:00:00,445.7,27.0,33.9,0.92
2022-01-24 17:00:00,207.6,25.7,27.4,0.18
2022-01-24 18:00:00,180.0,21.3,20.2,0.16
2022-01-24 19:00:00,0.0,19.8,18.2,0.0
2022-01-25 06:00:00,0.0,13.5,11.9,0.0
2022-01-25 07:00:00,0.0,13.2,11.8,0.0
2022-01-25 08:00:00,224.5,23.6,20.0,0.47
2022-01-25 09:00:00,456.8,24.7,33.5,0.98
2022-01-25 10:00:00,648.8,26.8,40.1,1.38
2022-01-25 11:00:00,750.0,29.8,43.7,1.62
2022-01-25 12:00:00,823.8,32.9,50.5,1.72
2022-01-25 13:00:00,867.6,29.5,53.2,1.7
2022-01-25 14:00:00,793.9,29.9,46.8,1.62
2022-01-25 15:00:00,620.7,30.1,41.4,1.34
2022-01-25 16:00:00,439.8,29.2,37.4,0.9
2022-01-25 17:00:00,183.0,27.2,30.6,0.19
2022-01-25 18:00:00,180.0,22.7,21.6,0.16
2022-01-25 19:00:00,0.0,21.5,19.1,0.0
2022-01-26 06:00:00,0.0,17.3,15.9,0.0
2022-01-26 07:00:00,0.0,17.2,16.0,0.0
2022-01-26 08:00:00,209.9,25.0,21.6,0.46
2022-01-26 09:00:00,457.4,26.9,32.7,0.99
2022-01-26 10:00:00,648.2,29.1,39.8,1.37
2022-01-26 11:00:00,750.0,32.6,48.5,1.6
2022-01-26 12:00:00,818.5,34.6,53.1,1.69
2022-01-26 13:00:00,864.1,31.1,52.6,1.71
2022-01-26 14:00:00,793.9,30.6,47.6,1.61
2022-01-26 15:00:00,633.6,32.0,42.4,1.36
2022-01-26 16:00:00,461.5,31.1,38.6,0.93
2022-01-26 17:00:00,223.9,28.5,32.0,0.22
2022-01-26 18:00:00,180.0,23.7,22.2,0.16
2022-01-26 19:00:00,0.0,21.4,19.1,0.0
2022-01-27 06:00:00,0.0,16.3,15.0,0.0
2022-01-27 07:00:00,289.2,15.6,14.9,0.014
2022-01-27 08:00:00,212.2,26.5,23.1,0.48
2022-01-27 09:00:00,472.1,27.8,35.4,1.01
2022-01-27 10:00:00,657.6,29.1,42.4,1.39
2022-01-27 11:00:00,765.8,32.1,48.6,1.62
2022-01-27 12:00:00,826.7,33.3,54.6,1.7
2022-01-27 13:00:00,872.9,31.0,52.8,1.72
2022-01-27 14:00:00,810.8,31.1,49.1,1.63
2022-01-27 15:00:00,643.5,32.8,44.7,1.36
2022-01-27 16:00:00,464.5,31.8,40.3,0.93
2022-01-27 17:00:00,228.1,28.6,32.3,0.24
2022-01-27 18:00:00,215.68708986580583,23.8,22.6,0.2071478638298276
2022-01-27 19:00:00,0.0,22.0,19.4,0.0
2022-01-28 06:00:00,0.0,17.5,15.6,0.0
2022-01-28 07:00:00,289.2,16.4,15.4,0.02
2022-01-28 08:00:00,209.9,26.0,23.0,0.48
2022-01-28 09:00:00,462.1,28.3,32.7,1.0
2022-01-28 10:00:00,652.8,29.6,43.5,1.37
2022-01-28 11:00:00,761.1,32.7,50.3,1.59
2022-01-28 12:00:00,845.4,33.0,53.0,1.7
2022-01-28 13:00:00,883.5,31.3,54.8,1.68
2022-01-28 14:00:00,815.6,32.3,55.1,1.56
2022-01-28 15:00:00,632.8,33.5,44.5,1.33
2022-01-28 16:00:00,447.7,34.5,42.9,0.9
2022-01-28 17:00:00,35.0,27.4,28.6,0.09
2022-01-28 18:00:00,215.68708986580583,25.6,24.6,0.2071478638298276
2022-01-28 19:00:00,0.0,22.0,19.4,0.0
2022-01-29 06:00:00,0.0,16.9,15.3,0.0
2022-01-29 07:00:00,289.2,16.0,15.15,0.02
2022-01-29 08:00:00,251.1833333333334,26.25,23.05,0.48
2022-01-29 09:00:00,681.0600000000001,28.05,34.05,0.98
2022-01-29 10:00:00,799.1333333333332,29.35,42.95,1.58
2022-01-29 11:00:00,1361.3,32.400000000000006,49.45,0.48
2022-01-29 12:00:00,1033.3,33.15,53.8,0.8
2022-01-29 13:00:00,1205.5500000000002,31.15,53.8,0.29
2022-01-29 14:00:00,780.3666666666668,31.7,52.1,0.16
2022-01-29 15:00:00,564.9166666666666,33.15,44.6,0.08
2022-01-29 16:00:00,348.3,33.15,41.6,0.05
2022-01-29 17:00:00,159.8,28.0,30.45,0.02
2022-01-29 18:00:00,215.68708986580583,24.700000000000003,23.6,0.2071478638298276
2022-01-29 19:00:00,0.0,22.0,19.4,0.0
2022-01-30 06:00:00,0.0,16.9,15.3,0.0
2022-01-30 07:00:00,289.2,16.0,15.15,0.014
2022-01-30 08:00:00,106.7,26.25,23.05,0.32
2022-01-30 09:00:00,272.7,28.05,34.05,0.6
2022-01-30 10:00:00,237.3,29.35,42.95,1.16
2022-01-30 11:00:00,265.7,32.400000000000006,49.45,0.83
2022-01-30 12:00:00,445.2,33.15,53.8,0.95
2022-01-30 13:00:00,315.3,31.15,53.8,0.94
2022-01-30 14:00:00,221.9,31.7,52.1,0.54
2022-01-30 15:00:00,139.3,33.15,44.6,0.48
2022-01-30 16:00:00,68.4,33.15,41.6,0.13
2022-01-30 17:00:00,159.8,28.0,30.45,0.06
2022-01-30 18:00:00,215.68708986580583,24.700000000000003,23.6,0.2071478638298276
2022-01-30 19:00:00,0.0,22.0,19.4,0.0
2022-01-31 06:00:00,0.0,16.9,15.3,0.0
2022-01-31 07:00:00,571.0,16.0,15.15,0.01
2022-01-31 08:00:00,560.0,26.25,23.05,0.14
2022-01-31 09:00:00,342.8674975957115,28.05,34.05,0.14
2022-01-31 10:00:00,464.1897371334315,29.35,42.95,0.14
2022-01-31 11:00:00,573.6020659807938,32.400000000000006,49.45,0.23
2022-01-31 12:00:00,661.1796442521861,33.15,53.8,0.64
2022-01-31 13:00:00,649.983923610321,31.15,53.8,0.78
2022-01-31 14:00:00,615.2074962364339,31.7,52.1,2.08
2022-01-31 15:00:00,1074.0,33.15,44.6,0.34
2022-01-31 16:00:00,689.0,33.15,41.6,0.11
2022-01-31 17:00:00,276.0,28.0,30.45,0.05
2022-01-31 18:00:00,215.68708986580583,24.700000000000003,23.6,0.2071478638298276
2022-01-31 19:00:00,0.0,22.0,19.4,0.0
2022-02-01 06:00:00,0.0,16.9,15.3,0.0
2022-02-01 07:00:00,289.2,16.0,15.15,0.01
2022-02-01 08:00:00,199.9,26.25,23.05,0.27
2022-02-01 09:00:00,238.4,28.05,34.05,0.5
